transaction_id,customer_id,date,amount,currency,movement,status,card_present_flag,txn_description,extraction,merchant_id,merchant_code,merchant_suburb,merchant_state,merchant_long_lat,bpay_biller_code
07506bcf2fd94f5da8ee0855a9e0ff91,CUS-1816693151,10/1/2018,65.81,AUD,debit,authorized,1.0,POS,2018-10-01T10:00:47.000+0000,2fc9454b-d17d-4564-bee1-343a42d4a807,,Neerabup,WA,115.74 -31.67,
459bb4cd2b6642c6b6bb814f79878f1f,CUS-2599279756,10/1/2018,20.69,AUD,debit,authorized,1.0,POS,2018-10-01T10:20:47.000+0000,6ddddc40-5b69-4253-8a26-167999a8bf96,,Castlemaine,VIC,144.22 -37.06,
7ac8202e24944466b99bc45e15fc998a,CUS-1614226872,10/1/2018,18.93,AUD,debit,authorized,1.0,SALES-POS,2018-10-01T10:27:27.000+0000,9f0ac63e-1791-4faf-a3a3-5fd1e12e82fb,,Ipswich,QLD,152.76 -27.61,
d17e40da666b4bf1b24fafa994421b48,CUS-3117610635,10/1/2018,98.43,AUD,debit,authorized,1.0,SALES-POS,2018-10-01T10:14:07.000+0000,7e703324-854e-497c-b055-6fe1b35d428c,,Sydney,NSW,151.21 -33.86,
d48c3dbbe8a14286a150b7e5f152e5dc,CUS-51506836,10/1/2018,31.12,AUD,debit,authorized,1.0,SALES-POS,2018-10-01T10:40:47.000+0000,8661f284-7bee-4946-9299-653adcae8c09,,South Brisbane,QLD,153.02 -27.48,
0eb5487054894030a57fe35d4a9f4bfe,CUS-1617121891,10/1/2018,148.7,AUD,debit,authorized,1.0,POS,2018-10-01T10:47:27.000+0000,ff61dd5e-938a-4acb-a1fd-03d1d2fbba4e,,Sydney,NSW,151.21 -33.87,
2851f534fc8b4f408a487beebc28b632,CUS-1617121891,10/1/2018,100.42,AUD,debit,authorized,1.0,POS,2018-10-01T10:34:07.000+0000,42ade571-5972-4160-9ecb-e0162a305fee,,Belrose,NSW,151.21 -33.7,
8edb1cafdb9b4877a2deda3cde0ea84b,CUS-2317998716,10/10/2018,23.67,AUD,debit,authorized,1.0,POS,2018-10-10T15:58:14.000+0000,ced48b22-c1bd-4e46-a5f9-2c38832081df,,Essendon,VIC,144.91 -37.75,
ed44d6bcaa864a658320d093a4f7fd2f,CUS-2487424745,10/10/2018,45.11,AUD,debit,authorized,1.0,SALES-POS,2018-10-10T15:51:59.000+0000,9ebd2935-4904-4580-9d45-1c8122e30afc,,Pimpama,QLD,153.32 -27.82,
24a0c8a26e9d47928bd31458fc4be284,CUS-1117979751,10/10/2018,55.0,AUD,debit,posted,,PAYMENT,2018-10-10T16:00:00.000+0000,,,,,,
649c5de3b5f64814a52257a55a29e431,CUS-1196156254,10/10/2018,3903.73,AUD,credit,posted,,PAY/SALARY,2018-10-10T16:00:00.000+0000,,0.0,,,,0
84db4e93b3194bbebfdd55b1e156dfcd,CUS-164374203,10/10/2018,35.0,AUD,debit,posted,,PAYMENT,2018-10-10T16:00:00.000+0000,,,,,,
d8c7fe5f4eed4f9fac483acde6252ffe,CUS-1646621553,10/10/2018,1098.91,AUD,credit,posted,,PAY/SALARY,2018-10-10T16:00:00.000+0000,,0.0,,,,0
9ce710fb2f2442d2beab4c3df090e4e7,CUS-495599312,10/10/2018,2647.38,AUD,credit,posted,,PAY/SALARY,2018-10-10T16:00:00.000+0000,,0.0,,,,0
dcaaafbf9d504ecc8fde825534fd8693,CUS-1271030853,10/10/2018,1158.15,AUD,credit,posted,,PAY/SALARY,2018-10-10T17:00:00.000+0000,,0.0,,,,0
23b3eec7e9734b2e9376371bb1509314,CUS-2178051368,10/10/2018,8.69,AUD,debit,authorized,1.0,SALES-POS,2018-10-10T16:31:16.000+0000,57c15e44-3bc5-4104-9470-f692191dbb74,,Dampier Peninsula,WA,122.67 -16.98,
6bed8b0a3f344dfcbbe560f40f38f865,CUS-2206365095,10/10/2018,54.41,AUD,debit,authorized,1.0,SALES-POS,2018-10-10T16:49:27.000+0000,5cf787f7-83e4-4354-bae2-05be0334d290,,Eagle Farm,QLD,153.08 -27.41,
51411bf845ad4487ad0a76bb4cb63b98,CUS-1388323263,10/10/2018,1043.12,AUD,credit,posted,,PAY/SALARY,2018-10-10T17:00:00.000+0000,,0.0,,,,0
ff7884a9b0444d5ea9e708411ef43ccc,CUS-1617121891,10/10/2018,33.0,AUD,debit,posted,,PAYMENT,2018-10-10T17:00:00.000+0000,,,,,,
f214a29341414877ae792feb2e36c1f6,CUS-1790886359,10/10/2018,3071.14,AUD,credit,posted,,PAY/SALARY,2018-10-10T17:00:00.000+0000,,0.0,,,,0
76afccbefe694bed94c08665d28b6559,CUS-164374203,10/10/2018,1395.49,AUD,credit,posted,,PAY/SALARY,2018-10-10T17:00:00.000+0000,,0.0,,,,0
b9cdb5bb33c149f69b727cc026798698,CUS-3117610635,10/10/2018,8.42,AUD,debit,authorized,1.0,POS,2018-10-10T16:13:05.000+0000,fcdd5fd9-fa81-42f7-b047-c13f013267a8,,Windsor,VIC,144.99 -37.85,
475f4d7ed322414eb8666da466201c58,CUS-2487424745,10/10/2018,7.0,AUD,debit,authorized,1.0,SALES-POS,2018-10-10T15:45:44.000+0000,1f03f1d0-3cac-42e7-b949-4efab26faebd,,Bondi Junction,NSW,151.25 -33.89,
3bb581288b824009a37db164f005e42f,CUS-1928710999,10/10/2018,7.59,AUD,debit,authorized,1.0,POS,2018-10-10T14:43:31.000+0000,e47ba9b4-955d-49f3-b977-dc2977348d17,,Melbourne,VIC,144.96 -37.81,
b11ba3c4f45a438ba19c58ff0e2b7789,CUS-883482547,10/10/2018,98.82,AUD,debit,authorized,1.0,POS,2018-10-10T15:33:14.000+0000,922e5cd4-6a92-4398-9af8-88226fbae3c6,,Riverwood,NSW,151.06 -33.94,
1484982a8430469e8c3b5f0c0b0730f2,CUS-261674136,10/10/2018,56.0,AUD,debit,posted,,PAYMENT,2018-10-10T14:00:00.000+0000,,,,,,
ffe5494dac1f473d8d23c22b01d74914,CUS-2630892467,10/10/2018,50.0,AUD,debit,posted,,PAYMENT,2018-10-10T17:00:00.000+0000,,,,,,
7675f55ca6d2470380bebff67d8f539e,CUS-3129499595,10/10/2018,74.0,AUD,debit,posted,,PAYMENT,2018-10-10T14:00:00.000+0000,,,,,,
8e7072b777c14701b20348ec47cd6725,CUS-1790886359,10/10/2018,29.4,AUD,debit,authorized,1.0,SALES-POS,2018-10-10T14:04:18.000+0000,bf381ec0-df2c-4703-98d5-4436b2133ff6,,Elsternwick,VIC,145 -37.88,
ab48b92916b74bc78c1a32ecfb1d7a5d,CUS-880898248,10/10/2018,19.04,AUD,debit,authorized,1.0,SALES-POS,2018-10-10T14:14:07.000+0000,2df71d90-3c5f-425f-81e0-b73057ae0be2,,Flemington,VIC,144.93 -37.79,
